lang_pair,key_word,translation,POS,SIPlang,Endirection,l1_wordlength,l2_wordlength,tt_seen_p,tt_right_p,nr_grammar_tags,this_POS_prop,propcorr_p,userexperience_log,ld,human_conc,neighbour_overlap,local_alignment_d1,local_alignment_d2,local_alignment_avg,local_alignment_diff,semantic_density_l1,semantic_density_l2,semantic_density_diff,conc_est_l2,conc_est_l1,l2_freq_wfzipf,l1_freq_wfzipf,l2_nrsynsets_wn,l1_nrsynsets_wn,wordexperience_log,userexperience_log,l1_nrsynsets_log,l2_nrsynsets_log,diff_l1_minus_l2_semantic_density,diff_l1_minus_l2_nrsynsets_log,diff_l1_minus_l2_freq_wfzipf
en_from_pt,thousand,mil,Noun,pt,learners,3,8,6.828571429,5.685714286,1,1,0.842902131,4731.2,0,3.08,22,0.586071228,0.559262456,0.572666842,0.026808772,245.1140115,255.5098087,-10.39579716,3.178032274,2.918676735,4.69,5.53,2,2,1.796456634,8.103605868,1.098612289,1.098612289,-10.39579716,0,0.84
en_from_pt,threat,ameaça,Noun,pt,learners,6,6,5.125,4.25,1,1,0.805059524,6399.75,0.167,2.52,24,0.717041886,0.707132159,0.712087022,0.009909728,305.4262025,283.8251552,21.6010474,2.955006336,2.499251754,4.63,4.74,4,6,1.604774391,8.735839703,1.945910149,1.609437912,21.6010474,0.336472237,0.11
en_from_pt,three,três,Adjective,pt,learners,4,5,11.51587302,10.5,1,1,0.90886368,3765.238095,0.4,3.62,19,0.868275269,0.950231147,0.909253208,-0.081955878,287.9467313,288.2359945,-0.289263169,3.122198096,2.883183311,5.8,5.73,3,2,2.21863936,7.686887879,1.098612289,1.386294361,-0.289263169,-0.287682072,-0.07
en_from_pt,through,através,Functionword,pt,learners,7,7,6.52688172,5.795698925,1,1,0.8829371,2896.951613,0.143,2.9,10,-0.011930586,0.152988977,0.070529195,-0.164919564,284.6851369,281.7328674,2.952269435,3.031586298,2.673319641,5.89,5.6,7,0,1.691687403,7.493113148,0,2.079441542,2.952269435,-2.079441542,-0.29
en_from_pt,time,tempo,Noun,pt,learners,5,4,5.654761905,4.976190476,1,1,0.894764575,2511.238095,0.4,3.07,14,0.000165815,0.348060917,0.174113366,-0.347895102,352.0016633,357.8656994,-5.864036069,3.077205557,2.639065887,6.28,6.06,15,14,1.617919957,7.262947423,2.708050201,2.772588722,-5.864036069,-0.064538521,-0.22
en_from_pt,tired,cansados,Adjective,pt,learners,8,5,9.398190045,8.131221719,1,1,0.873218515,2899.705882,0.125,3,13,-0.016309936,0.114539782,0.049114923,-0.130849718,282.7679235,301.5404298,-18.77250626,2.903965443,2.66101984,4.68,3.81,6,0,2.111807821,7.384937871,0,1.945910149,-18.77250626,-1.945910149,-0.87
en_from_pt,title,título,Noun,pt,learners,6,5,5,5,1,1,1,4551.6,0.5,3.32,16,0.566706873,0.317286838,0.441996856,0.249420035,229.5983094,180.0575212,49.54078823,3.008039689,2.481514239,5.06,4.94,12,5,1.57931054,7.708467455,1.791759469,2.564949357,49.54078823,-0.773189888,-0.12
en_from_pt,to,para,Functionword,pt,learners,4,2,27.60207612,23.87197232,1,1,0.86327826,2334.15917,0,1.55,12,0.03036363,0.09142746,0.060895545,-0.061063831,376.1234488,347.2874283,28.83602047,3.044490882,2.626038502,7.44,7.07,0,1,2.502159253,7.264926011,0.693147181,0,28.83602047,0.693147181,-0.37
en_from_pt,today,hoje,Adverb,pt,learners,4,5,14.07287449,12.94331984,1,1,0.920969581,2802.421053,0.2,2.57,19,0.616510194,0.496214499,0.556362346,0.120295695,280.2605712,275.9517366,4.308834601,2.995332828,2.491659061,5.54,5.9,4,5,2.336745312,7.392619812,1.791759469,1.609437912,4.308834601,0.182321557,0.36
en_from_pt,together,juntos,Adverb,pt,learners,6,8,6.328125,5.953125,1,1,0.936600379,3082.859375,0.125,2.74,14,0.374144938,0.156326902,0.26523592,0.217818036,280.2343241,256.9302479,23.30407621,3.154730625,2.822734984,5.45,5.03,7,0,1.772569088,7.592585065,0,2.079441542,23.30407621,-2.079441542,-0.42
en_from_pt,tomato,tomate,Noun,pt,learners,6,6,8.883074935,8.40374677,1,1,0.944248329,1408.43863,0.833,5,24,0.658717086,0.644761194,0.65173914,0.013955892,252.0059706,230.005295,22.00067556,3.883405585,4.384985391,3.82,3.78,2,2,2.021149642,6.805453544,1.098612289,1.098612289,22.00067556,0,-0.04
en_from_pt,tomorrow,amanhã,Adverb,pt,learners,6,8,10.34554974,9.821989529,1,1,0.959008334,3061.528796,0.125,2.04,21,0.14605092,0.487660726,0.316855823,-0.341609806,287.9455099,288.8266701,-0.881160217,3.082107759,2.809156687,5.03,5.25,3,4,2.123651476,7.470565,1.609437912,1.386294361,-0.881160217,0.223143551,0.22
en_from_pt,ton,tonelada,Noun,pt,learners,8,3,6.647058824,6.147058824,1,1,0.926616823,5691.529412,0.375,4.17,11,0.490625078,0.437724051,0.464174564,0.052901028,250.5560599,208.9233832,41.63267672,3.359449968,3.228937412,4.18,3.57,2,3,1.809223304,8.253352198,1.386294361,1.098612289,41.63267672,0.287682072,-0.61
en_from_pt,tone,tom,Noun,pt,learners,3,4,6.642857143,6.285714286,1,1,0.938690476,4548.785714,0.5,3.07,6,0.339764049,0.132167689,0.235965869,0.20759636,216.18999,252.7459581,-36.55596814,3.219021206,2.977377226,4.43,4.85,15,7,1.875205922,7.928048924,2.079441542,2.772588722,-36.55596814,-0.693147181,0.42
en_from_pt,tongue,língua,Noun,pt,learners,6,6,4.666666667,4.444444444,1,1,0.925925926,6457.555556,0.5,4.93,6,0.458526444,0.373584057,0.41605525,0.084942387,237.246614,249.2619486,-12.01533466,3.543382299,3.280359424,4.43,5.29,10,7,1.466591602,8.650369793,2.079441542,2.397895273,-12.01533466,-0.318453731,0.86
en_from_pt,too,também,Adverb,pt,learners,6,3,6.691056911,5.650406504,1,1,0.859768768,3458.03252,0.167,1.7,12,-0.0092786,-0.000970743,-0.005124671,-0.008307858,364.3372816,346.2997858,18.03749587,2.842301786,2.668520621,5.96,6.31,2,1,1.722363382,7.656511833,0.693147181,1.098612289,18.03749587,-0.405465108,0.35
en_from_pt,tooth,dente,Noun,pt,learners,5,5,4.777777778,4.222222222,1,1,0.896296296,5547.555556,0.2,4.89,24,0.754755546,0.694074775,0.724415161,0.060680771,234.4069564,227.6341521,6.772804295,3.554003334,3.780344843,4.06,4.08,5,6,1.555314679,8.546894939,1.945910149,1.791759469,6.772804295,0.15415068,0.02
en_from_pt,top,cima,Noun,pt,learners,4,3,5.768292683,4.975609756,1,1,0.855199567,3331.121951,0,3.93,4,0.350923407,0.144282966,0.247603187,0.206640441,307.2746035,239.7859474,67.48865606,3.301644468,3.338172212,5.52,5.18,22,1,1.682134989,7.723004506,0.693147181,3.135494216,67.48865606,-2.442347035,-0.34
en_from_pt,total,total,Adjective,pt,learners,5,5,5.211009174,4.311926606,1,1,0.841843819,2877.495413,1,2.8,28,0.1148585,0.678498335,0.396678418,-0.563639835,235.2055891,213.5488193,21.65676975,3.041167908,2.72943652,5.25,5.23,7,2,1.550513449,7.491917796,1.098612289,2.079441542,21.65676975,-0.980829253,-0.02
en_from_pt,touch,tocar,Verb,pt,learners,5,5,6.736111111,6.066666667,1,1,0.89376336,2761.825,0.4,3.43,3,0.379490805,-0.17638992,0.101550443,0.555880725,290.8431482,298.252511,-7.409362774,3.324981019,3.417878129,4.88,4.82,27,11,1.732810477,7.416446914,2.48490665,3.33220451,-7.409362774,-0.84729786,-0.06
en_from_pt,tourist,turista,Noun,pt,learners,7,7,8.342105263,7.5,1,1,0.905855694,3690.052632,0.714,4.59,15,0.524824788,0.386847457,0.455836123,0.13797733,262.6515878,230.2766249,32.37496285,3.254955689,3.347903561,4.29,3.77,1,2,2.050917383,7.832124944,1.098612289,0.693147181,32.37496285,0.405465108,-0.52
en_from_pt,towards,para,Functionword,pt,learners,4,7,10.05098039,8.670588235,1,1,0.85680077,2624.396078,0.286,2.79,6,0.171107739,-0.106560827,0.032273456,0.277668566,376.1234488,252.2302329,123.8932159,2.87633281,2.626038502,5.08,7.07,0,1,2.11472957,7.429218009,0.693147181,0,123.8932159,0.693147181,1.99
en_from_pt,tower,torre,Noun,pt,learners,5,5,5.254545455,5.018181818,1,1,0.952869875,3592.690909,0.4,4.76,22,0.728065094,0.619276387,0.673670741,0.108788707,222.5463313,222.0591229,0.487208326,3.615071927,3.829014141,4.56,4.41,4,2,1.572695862,7.737877412,1.098612289,1.609437912,0.487208326,-0.510825624,-0.15
en_from_pt,town,vila,Noun,pt,learners,4,4,6.056603774,5.660377358,1,1,0.933958233,3486.924528,0,4.64,20,0.57814726,0.698928186,0.638537723,-0.120780927,221.4294812,222.1101331,-0.680651832,3.542994639,3.479207184,5.24,4.79,4,6,1.728166957,7.782271886,1.945910149,1.609437912,-0.680651832,0.336472237,-0.45
en_from_pt,trade,comércio,Noun,pt,learners,8,5,6.25,6.25,1,1,1,6136.5,0.125,3.08,20,0.752717208,0.600350523,0.676533865,0.152366684,267.0242608,231.0115058,36.012755,3.259451671,3.166427598,5.19,4.85,12,6,1.720579778,8.587053026,1.945910149,2.564949357,36.012755,-0.619039208,-0.34
en_from_pt,tradition,tradição,Noun,pt,learners,8,9,5,4.666666667,1,1,0.933333333,4903.666667,0.667,1.69,18,0.602525988,0.717157296,0.659841642,-0.114631309,271.455466,255.5996458,15.85582015,3.003185548,2.725467863,4.58,4.69,2,4,1.591135435,8.193728455,1.609437912,1.098612289,15.85582015,0.510825624,0.11
en_from_pt,traditional,tradicional,Adjective,pt,learners,11,11,5.642857143,5.414285714,1,1,0.956822193,3028.428571,0.909,1.76,17,0.681329667,0.742360571,0.711845119,-0.061030903,260.7861934,253.5677159,7.218477437,3.049196207,2.696031374,4.89,4.78,2,2,1.627606562,7.545635541,1.098612289,1.098612289,7.218477437,0,-0.11
en_from_pt,traffic,trânsito,Noun,pt,learners,8,7,4.333333333,3.777777778,1,1,0.897089947,4985.222222,0.375,4.67,15,0.649396207,0.472434807,0.560915507,0.1769614,259.2826879,237.4740938,21.8085941,3.295657442,3.099267978,4.82,4.55,6,3,1.422425276,8.167914553,1.386294361,1.945910149,21.8085941,-0.559615788,-0.27
en_from_pt,train,trem,Noun,pt,learners,4,5,8.476744186,7.651162791,2,0.873812754,0.895654199,4412.755814,0.4,4.79,25,0.560120728,0.331307735,0.445714231,0.228812993,263.6658192,254.6029379,9.062881305,3.609523434,4.13308523,4.99,4.58,17,2,1.994328352,7.926707839,1.098612289,2.890371758,9.062881305,-1.791759469,-0.41
en_from_pt,transport,transporte,Noun,pt,learners,10,9,5.641025641,5.051282051,1,1,0.907621083,3359.641026,0.9,3.5,22,0.742460439,0.777867052,0.760163746,-0.035406613,272.6489668,228.7675791,43.88138773,3.255404382,3.069090119,4.76,4.95,11,3,1.68179456,7.78956104,1.386294361,2.48490665,43.88138773,-1.098612289,0.19
en_from_pt,transportation,transporte,Noun,pt,learners,10,14,4.358974359,4.076923077,1,1,0.938787139,3577.538462,0.643,3.89,22,0.628248169,0.715246106,0.671747138,-0.086997937,272.6489668,242.8635081,29.78545877,3.334529048,3.069090119,4.54,4.95,6,3,1.421818826,7.80940431,1.386294361,1.945910149,29.78545877,-0.559615788,0.41
en_from_pt,travel,viajar,Verb,pt,learners,6,6,9,8,1,1,0.888888889,7325,0.167,3.5,12,0.654037492,0.584874302,0.619455897,0.06916319,309.9711652,241.1135865,68.85757872,3.209534395,2.990969654,4.96,4.63,9,8,2.197224577,8.899048434,2.197224577,2.302585093,68.85757872,-0.105360516,-0.33
en_from_pt,treatment,tratamento,Noun,pt,learners,10,9,5.5,5.416666667,1,1,0.986111111,9755.333333,0.7,2.93,20,0.762245231,0.654355484,0.708300357,0.107889747,283.7458383,255.6219325,28.1239058,3.018261158,2.802713632,5.02,4.87,4,4,1.623032406,8.86630867,1.609437912,1.609437912,28.1239058,0,-0.15
en_from_pt,tree,árvore,Noun,pt,learners,6,4,5.5,5,1,1,0.911111111,5072.166667,0.333,5,18,0.513686075,0.585421455,0.549553765,-0.071735381,218.1645249,231.5033763,-13.33885137,3.783701434,4.136653909,4.84,4.63,7,1,1.680968185,8.456224363,0.693147181,2.079441542,-13.33885137,-1.386294361,-0.21
en_from_pt,trend,tendência,Noun,pt,learners,9,5,4.857142857,4.285714286,1,1,0.906802721,3386.714286,0.333,2.42,13,0.130227092,0.168341403,0.149284247,-0.03811431,307.7177689,271.7828825,35.93488646,3.035983515,2.600035276,4.49,4.56,5,13,1.546820922,7.796575511,2.63905733,1.791759469,35.93488646,0.84729786,0.07
en_from_pt,trip,viagem,Noun,pt,learners,6,4,5.727272727,5.431818182,1,1,0.948998918,3102.431818,0,3.71,20,0.667424076,0.733155315,0.700289696,-0.065731239,282.6310076,277.7100325,4.920975104,3.22234397,3.147104925,4.88,5.09,12,9,1.699576219,7.690849183,2.302585093,2.564949357,4.920975104,-0.262364264,0.21
en_from_pt,TRUE,verdadeiro,Adjective,pt,learners,10,4,8.789473684,7.736842105,1,1,0.868859649,7466.105263,0.2,1.7,17,0.341857747,0.438002679,0.389930213,-0.096144932,326.8170117,295.8515599,30.96545182,2.915088491,2.450247268,5.42,4.97,15,6,2.059970318,8.435990385,1.945910149,2.772588722,30.96545182,-0.826678573,-0.45
en_from_pt,trust,confiar,Noun,pt,learners,7,5,4.5,4.333333333,2,0.785714286,0.955555556,5039.916667,0,2.04,5,0.403222677,-0.034005459,0.184608609,0.437228135,330.3685264,245.0361229,85.33240353,2.980917893,2.437301398,5.11,4.48,12,3,1.447552502,8.053677493,1.386294361,2.564949357,85.33240353,-1.178654996,-0.63
en_from_pt,truth,verdade,Noun,pt,learners,7,5,5.4,5.4,1,1,1,4713,0.143,1.96,17,0.215643404,0.43220743,0.323925417,-0.216564027,369.9920464,288.3977193,81.59432704,2.990596533,2.452871539,5.07,5.72,5,7,1.668567961,8.34712809,2.079441542,1.791759469,81.59432704,0.287682072,0.65
en_from_pt,try,tentar,Verb,pt,learners,6,3,9.102941176,8.544117647,1,1,0.935593813,3735.448529,0.167,2.11,13,0.307489891,0.405811977,0.356650934,-0.098322086,368.4471403,277.8393175,90.60782287,3.075412633,2.575901953,5.46,5.19,10,3,1.928179013,7.727179311,1.386294361,2.397895273,90.60782287,-1.011600912,-0.27
en_from_pt,tuesday,terça,Noun,pt,learners,5,7,7.910958904,7.178082192,1,1,0.914312591,2396.311644,0.429,3.29,19,0.510097303,0.819041252,0.664569277,-0.308943949,226.1941484,243.713822,-17.51967359,3.254210901,3.258361936,4.61,4.72,1,1,1.901531834,7.341567529,0.693147181,0.693147181,-17.51967359,0,0.11
en_from_pt,turn,virar,Verb,pt,learners,5,4,9.309352518,7.942446043,2,0.938603223,0.85852699,2883.748201,0.2,3.19,10,0.235249396,-0.106221088,0.064514154,0.341470485,323.3509664,324.4984941,-1.147527638,3.227952114,3.029985046,5.34,4.55,38,9,2.045908593,7.386896237,2.302585093,3.663561646,-1.147527638,-1.360976553,-0.79
en_from_pt,turtle,tartaruga,Noun,pt,learners,9,6,11.69066534,11.08242304,1,1,0.949270566,1397.455809,0.333,5,16,0.511079528,0.660736882,0.585908205,-0.149657355,230.8876471,221.0575235,9.830123631,3.673396427,4.036629234,3.93,3.75,4,3,2.212552081,6.779506605,1.386294361,1.609437912,9.830123631,-0.223143551,-0.18
en_from_pt,tv,televisão,Noun,pt,learners,9,2,5.482142857,4.910714286,1,1,0.903889187,4036.928571,0.222,5,18,0.799397533,0.734052404,0.766724968,0.065345129,256.092202,227.354785,28.73741707,3.360426592,3.326916182,5.19,5.06,2,3,1.554709881,7.805691033,1.386294361,1.098612289,28.73741707,0.287682072,-0.13
en_from_pt,twice,dobro,Adverb,pt,learners,5,5,7.545454545,6.340909091,1,1,0.843698612,2902.727273,0,2.93,4,-0.113226305,-0.120860141,-0.117043223,0.007633835,254.2990707,274.0380987,-19.73902802,3.100537631,2.659275286,4.82,4.2,2,1,1.970560164,7.590395768,0.693147181,1.098612289,-19.73902802,-0.405465108,-0.62
en_from_pt,two,dois,Adjective,pt,learners,4,3,16.65806452,14.87096774,1,1,0.898151217,3683.677419,0,4.18,21,0.711725508,0.849063876,0.780394692,-0.137338368,301.6765805,295.6925582,5.984022369,3.136170204,2.769732179,6.11,5.93,3,3,2.52891573,7.669355254,1.386294361,1.386294361,5.984022369,0,-0.18
en_from_pt,type,tipo,Noun,pt,learners,4,4,7.875,7.5,1,1,0.94546131,6552.4375,0.5,3.3,15,0.586841835,0.629741764,0.6082918,-0.042899929,255.214095,220.7853895,34.42870556,3.139140769,2.728948137,5.29,5.74,8,9,1.922429468,8.181886805,2.302585093,2.197224577,34.42870556,0.105360516,0.45
en_from_pt,uncle,tio,Noun,pt,learners,3,5,8.431734317,7.173431734,1,1,0.84654838,2477.546125,0,4.24,28,0.734189063,0.796240804,0.765214934,-0.062051741,250.3062941,242.3606222,7.945671867,3.380639314,3.332000637,4.48,4.65,2,4,1.998234018,7.409103115,1.609437912,1.098612289,7.945671867,0.510825624,0.17
en_from_pt,under,debaixo,Functionword,pt,learners,7,5,7.883040936,7.169590643,1,1,0.89554218,2958.783626,0,3.45,2,0.155013163,0.340512108,0.247762636,-0.185498945,299.2188501,223.6711166,75.54773352,3.093423091,3.4900319,5.78,4.38,10,2,1.822202958,7.512598865,1.098612289,2.397895273,75.54773352,-1.299282984,-1.4
en_from_pt,underground,subterrâneo,Noun,pt,learners,11,11,5,4.418604651,1,1,0.874972315,3040.418605,0.273,4.07,13,0.053346331,0.46054608,0.256946205,-0.407199748,246.7772675,227.1535973,19.62367027,3.334785432,3.132183353,4.32,3.51,6,1,1.573823616,7.582573667,0.693147181,1.945910149,19.62367027,-1.252762968,-0.81
en_from_pt,understand,entender,Verb,pt,learners,8,10,7,6.692307692,1,1,0.959977703,7339.153846,0.2,1.92,21,0.480892764,0.55831584,0.519604302,-0.077423076,389.462501,350.3076676,39.15483335,2.829117576,2.379903595,5.35,5.11,5,12,1.693660134,8.174107651,2.564949357,1.791759469,39.15483335,0.773189888,-0.24
en_from_pt,union,união,Noun,pt,learners,5,5,6.454545455,6.090909091,1,1,0.939033189,7490.272727,0.6,3.38,21,0.262244724,0.343202799,0.302723762,-0.080958075,223.8508206,214.6993326,9.151487976,3.298163578,2.7025868,5.15,5.16,13,8,1.808354938,8.348324504,2.197224577,2.63905733,9.151487976,-0.441832752,0.01
en_from_pt,unit,unidade,Noun,pt,learners,7,4,6.5,6.5,1,1,1,12291.83333,0.429,3.77,12,0.352469847,0.134695182,0.243582515,0.217774666,236.9638205,228.6109093,8.352911132,3.337051222,2.669477602,4.94,4.92,6,5,1.711355111,8.888536846,1.791759469,1.945910149,8.352911132,-0.15415068,-0.02
en_from_pt,universe,universo,Noun,pt,learners,8,8,4.818181818,4.818181818,1,1,1,9831.181818,0.875,3.85,21,0.487809978,0.364558598,0.426184288,0.12325138,248.0555079,241.6588985,6.396609443,3.097815189,2.70342161,4.59,4.8,3,4,1.501716165,8.820242454,1.609437912,1.386294361,6.396609443,0.223143551,0.21
en_from_pt,university,universidade,Noun,pt,learners,12,10,5.64,5.08,1,1,0.889363636,4567.16,0.667,4.65,30,0.645179553,0.598434999,0.621807276,0.046744554,238.2244543,233.818617,4.405837346,3.271629409,3.148410274,5.35,5.3,3,5,1.643447554,8.038462256,1.791759469,1.386294361,4.405837346,0.405465108,-0.05
en_from_pt,until,até,Adverb,pt,learners,3,5,7.673469388,6.32361516,1,1,0.821725944,2332.358601,0.2,1.33,17,0.219440826,0.578192169,0.398816497,-0.358751344,327.3820381,299.3271504,28.05488771,3.004568328,2.665364119,5.61,6.16,0,1,1.867825969,7.235162483,0.693147181,0,28.05488771,0.693147181,0.55
en_from_pt,up,acima,Functionword,pt,learners,5,2,6.942105263,5.857894737,1,1,0.823649132,3214.578947,0,3.83,1,-0.054943713,-0.037828779,-0.046386246,-0.017114934,239.3445759,293.5104014,-54.16582549,3.174730339,2.842468407,6.38,5.18,14,3,1.691918806,7.670221644,1.386294361,2.708050201,-54.16582549,-1.32175584,-1.2
en_from_pt,urban,urbano,Adjective,pt,learners,6,5,5.051948052,4.792207792,1,1,0.955071119,3594.454545,0.833,3.43,16,0.583423146,0.452267283,0.517845215,0.131155863,233.5313281,204.518179,29.01314906,3.109027651,2.892073472,4.7,4.38,2,3,1.540493997,7.613504797,1.386294361,1.098612289,29.01314906,0.287682072,-0.32
en_from_pt,us,nos,Functionword,pt,learners,3,2,12.46351931,11.15343348,1,1,0.895804138,1874.920601,0.333,3.59,3,0.517593067,0.481840775,0.499716921,0.035752292,271.0518359,263.6008292,7.451006693,3.326363168,2.665497219,6.01,6.36,4,0,2.337470953,7.050884317,0,1.609437912,7.451006693,-1.609437912,0.35
en_from_pt,use,usar,Verb,pt,learners,4,3,9.385229541,8.381237525,1,1,0.900205394,2570.303393,0.5,2.78,6,0.159455138,-0.077384996,0.041035071,0.236840133,330.6011039,269.1630976,61.4380063,3.086608565,2.89417022,5.83,5.37,13,4,2.01998579,7.374590457,1.609437912,2.63905733,61.4380063,-1.029619417,-0.46
en_from_pt,user,usuário,Noun,pt,learners,7,4,6.116883117,5.896103896,1,1,0.960822186,2858.409091,0.429,3.16,18,0.488593168,-0.018455373,0.235068898,0.507048541,295.5515197,216.881581,78.66993864,3.347042909,3.140348506,4.76,4.73,3,2,1.708411722,7.51719545,1.098612289,1.386294361,78.66993864,-0.287682072,-0.03
en_from_pt,usually,geralmente,Adverb,pt,learners,10,7,6.279069767,6.023255814,1,1,0.961572536,3130.186047,0.2,2.04,16,0.759592638,0.745186915,0.752389777,0.014405724,297.0878908,322.0633013,-24.97541055,2.893001722,2.446969135,5.16,4.88,1,2,1.712745845,7.494943213,1.098612289,0.693147181,-24.97541055,0.405465108,-0.28
en_from_pt,valley,vale,Noun,pt,learners,4,6,4.842105263,4.657894737,1,1,0.951503759,3156.342105,0.667,4.72,12,0.251026736,0.626279124,0.43865293,-0.375252387,230.7452129,204.9517051,25.79350777,3.41450699,3.157179219,4.7,5.15,1,3,1.53401959,7.801758075,1.386294361,0.693147181,25.79350777,0.693147181,0.45
en_from_pt,value,valor,Noun,pt,learners,5,5,4.571428571,4.142857143,1,1,0.898129252,7358.714286,0.6,1.62,22,0.274682458,0.300651492,0.287666975,-0.025969035,282.1234214,246.4402569,35.68316443,3.0217828,2.594603964,5.19,5.2,11,3,1.421737631,8.478796692,1.386294361,2.48490665,35.68316443,-1.098612289,0.01
en_from_pt,vehicle,veículo,Noun,pt,learners,7,7,4.578947368,4.394736842,1,1,0.964513557,3407.105263,0.429,4.64,26,0.797744471,0.659233192,0.728488831,0.138511278,269.2850371,256.9037683,12.38126884,3.552753018,3.733954176,4.71,4.57,4,4,1.453488833,7.842533332,1.609437912,1.609437912,12.38126884,0,-0.14
en_from_pt,version,versão,Noun,pt,learners,6,7,4.9,4.6,1,1,0.960714286,9439.7,0.714,1.7,11,0.523439645,0.550362091,0.536900868,-0.026922446,255.9467514,249.2451721,6.701579297,3.313706864,3.063956634,5.08,5.07,6,3,1.446005556,8.68799869,1.386294361,1.945910149,6.701579297,-0.559615788,-0.01
en_from_pt,very,muito,Adverb,pt,learners,5,4,11.2979798,10.26767677,1,1,0.919145869,3199.055556,0,1.43,24,0.344332489,0.126564753,0.235448621,0.217767737,373.0017112,337.3543698,35.64734141,2.899478809,2.450318343,5.98,6.32,4,4,2.178267026,7.529601199,1.609437912,1.609437912,35.64734141,0,0.34
en_from_pt,victim,vítima,Noun,pt,learners,6,6,5.8125,5.583333333,1,1,0.963657407,3543.791667,0.5,3.59,20,0.182395737,0.317408157,0.249901947,-0.13501242,293.7192658,298.5838629,-4.864597067,3.33474636,3.413115705,4.61,4.77,2,2,1.710120715,7.887282999,1.098612289,1.098612289,-4.864597067,0,0.16
en_from_pt,view,visão,Noun,pt,learners,5,4,5.090909091,4.545454545,1,1,0.906060606,7395.454545,0.4,3.21,18,0.184536119,0.042628262,0.113582191,0.141907857,314.0481034,255.5784889,58.46961447,3.137825029,2.97617249,5.22,4.98,13,5,1.515005484,8.169591029,1.791759469,2.63905733,58.46961447,-0.84729786,-0.24
en_from_pt,village,aldeia,Noun,pt,learners,6,7,4.386363636,4.272727273,1,1,0.967045455,4264.272727,0.143,4.89,17,0.700400543,0.74571544,0.723057991,-0.045314897,227.403504,192.8314498,34.57205416,3.593365784,3.323882335,4.88,4.62,3,3,1.42380682,8.053770316,1.386294361,1.386294361,34.57205416,0,-0.26
en_from_pt,violence,violência,Noun,pt,learners,9,8,6.625,6.375,1,1,0.94375,8488.125,0.667,3.07,21,0.371238593,0.583063701,0.477151147,-0.211825109,287.9499245,261.4715637,26.47836081,2.921524286,2.579589617,4.89,4.89,3,4,1.833847074,8.929871694,1.609437912,1.386294361,26.47836081,0.223143551,0
en_from_pt,violin,violino,Noun,pt,learners,7,6,10.61290323,9.322580645,1,1,0.881294544,5991,0.857,4.96,20,0.646029672,0.8657343,0.755881986,-0.219704628,210.4554756,210.9241381,-0.468662541,3.516015296,3.951561397,3.72,3.75,1,1,2.113708097,8.115322569,0.693147181,0.693147181,-0.468662541,0,0.03
en_from_pt,virus,vírus,Noun,pt,learners,5,5,5.181818182,5,1,1,0.96969697,4962.909091,0.8,3.48,20,0.695520798,0.483901187,0.589710992,0.211619611,232.7130238,212.5691913,20.14383249,3.330602536,3.178278644,4.43,4.6,3,2,1.556301418,8.388404217,1.098612289,1.386294361,20.14383249,-0.287682072,0.17
en_from_pt,vision,visão,Noun,pt,learners,5,6,5.777777778,5.222222222,1,1,0.900925926,6389,0.667,3.39,14,0.268862513,0.084155409,0.176508961,0.184707104,314.0481034,273.9513461,40.09675733,3.115606577,2.97617249,4.66,4.98,5,5,1.72506956,8.504479365,1.791759469,1.791759469,40.09675733,0,0.32
en_from_pt,visit,visitar,Verb,pt,learners,7,5,6.084745763,5.898305085,2,0.62568306,0.962943468,4641.440678,0.714,2.78,17,0.311447855,0.290147381,0.300797618,0.021300474,298.0495493,272.1041855,25.94536374,3.202618544,3.062180677,5.05,4.73,13,3,1.675937926,8.030198781,1.386294361,2.63905733,25.94536374,-1.252762968,-0.32
en_from_pt,voice,voz,Noun,pt,learners,3,5,5.7,5.7,1,1,1,8238,0.4,4.13,23,0.493246173,0.530798848,0.51202251,-0.037552674,246.7847999,238.2616415,8.523158372,3.328952008,3.279577462,5.08,5.23,13,6,1.678098979,8.5504919,1.945910149,2.63905733,8.523158372,-0.693147181,0.15
en_from_pt,volcano,vulcão,Noun,pt,learners,6,7,8,7.4,1,1,0.952988506,8098.8,0.571,4.75,22,0.443575225,0.19907556,0.321325393,0.244499665,219.8252189,209.1719137,10.6533052,3.612350591,3.762244737,3.75,3.7,2,1,1.854070127,8.784829769,0.693147181,1.098612289,10.6533052,-0.405465108,-0.05
en_from_pt,volume,volume,Noun,pt,learners,6,6,7,6.75,1,1,0.95,12230.5,1,3.07,16,0.666679019,0.476993599,0.571836309,0.18968542,206.2268227,220.4328257,-14.20600294,3.397033802,3.334498508,4.77,4.72,6,4,1.838110275,8.694808031,1.609437912,1.945910149,-14.20600294,-0.336472237,-0.05
en_from_pt,vote,votação,Noun,pt,learners,7,4,4.857142857,4.714285714,1,1,0.952380952,8241.428571,0.429,3.85,11,0.094686925,0.384328961,0.239507943,-0.289642035,272.3291434,258.0847207,14.24442268,3.133303014,2.625848885,5.07,4.84,10,2,1.539850899,8.900253012,1.098612289,2.397895273,14.24442268,-1.299282984,-0.23
en_from_pt,wait,esperar,Verb,pt,learners,7,4,6.28,5.8,1,1,0.911068376,6102.32,0,2.7,14,0.138363668,0.257063855,0.197713762,-0.118700187,391.2208204,328.0282171,63.19260338,2.961861613,2.339903729,5.37,5.11,6,10,1.718533714,8.25087427,2.397895273,1.945910149,63.19260338,0.451985124,-0.26
